Timestamp,Differance,Node ID,Message
1720134303758, ,743,0064006400640064
1720134303758, ,744,0000000000000000
1720134303758, ,745,0000000000000000
1720134303758, ,746,00010001fff52516
1720134303759, ,748,0066006400000000
1720134303759, ,750,0000000000000000
1720134303760, ,1000,0000000000000000
1720134303760, ,755,1f00000000000000
1720134303763, ,757,1008000000000000
1720134303764, ,1232,2080005400000000
1720134303765, ,1000,0000000000000000
1720134303765, ,1232,2080005400000000
1720134303766, ,1236,120227ff00000000
1720134303766, ,1243,0801000000000000
1720134303769, ,1236,120227ff00000000
1720134303775, ,1243,0801000000000000
1720134303778, ,1244,6809000000000000
1720134303778, ,1244,6809000000000000
1720134303784, ,1190,08000000000056a0
1720134303790, ,486,800ce89b00000000
1720134303795, ,1371,0c02000000000000
1720134303799, ,72,0000000007000000
1720134303804, ,486,800ce89b00000000
1720134303804, ,513,0000000000000000
1720134303812, ,1190,08000000000056a0
1720134303814, ,647,0000000000000000
1720134303815, ,1190,08000000000056a0
1720134303816, ,72,0000000007000000
1720134303819, ,1292,5b120000c4390200
1720134303823, ,513,0000000000000000
1720134303825, ,748,0065006400000000
1720134303830, ,72,0000000007000000
1720134303834, ,513,0000000000000000
1720134303839, ,1190,08000000000056a0
1720134303845, ,1371,0c02000000000000
1720134303847, ,1371,0c02000000000000
1720134303849, ,1024,2000000100020001
1720134303853, ,1029,0000000000000000
1720134303861, ,72,0000000007000000
1720134303864, ,513,0000000000000000
1720134303869, ,1190,08000000000056a0
1720134303876, ,1292,5b120000c4390200
1720134303880, ,647,0000000000000000
1720134303882, ,647,0000000000000000
1720134303884, ,72,0000000007000000
1720134303889, ,513,0000000000000000
1720134303894, ,1190,08000000000056a0
1720134303900, ,1371,0c02000000000000
1720134303904, ,1190,08000000000056a0
1720134303907, ,1190,08000000000056a0
1720134303910, ,72,0000000007000000
1720134303913, ,1292,5b120000c4390200
1720134303913, ,72,0000000007000000
1720134303914, ,513,0000000000000000
1720134303920, ,1292,5b120000c4390200
1720134303925, ,1029,0167a84f09859ff7
1720134303932, ,1024,2100000000110200
1720134303935, ,647,0000000000000000
1720134303939, ,1190,08000000000056a0
1720134303944, ,72,0000000007000000
1720134303949, ,513,0000000000000000
1720134303954, ,1371,0c02000000000000
1720134303960, ,1190,08000000000056a0
1720134303965, ,72,0000000007000000
1720134303970, ,513,0000000000000000
1720134303978, ,1292,5b120000c4390200
1720134303978, ,513,0000000000000000
1720134303978, ,1190,08000000000056a0
1720134303980, ,693,100a3e1201010001
1720134303987, ,701,3000140000000000
1720134303987, ,1024,1004000202010012
1720134303991, ,647,0000000000000000
1720134303994, ,739,0200000000000000
1720134303996, ,1029,0000000000000000
1720134304001, ,1235,0000542000000000
1720134304003, ,748,0065006400000000
1720134304006, ,1371,0c02000000000000
1720134304007, ,693,2100000000000000
1720134304010, ,72,0000000007000000
1720134304010, ,693,10183f120101486f
1720134304017, ,701,3000140000000000
1720134304020, ,1190,08000000000056a0
1720134304024, ,1029,023830003b0266ed
1720134304030, ,1024,220001012a360101
1720134304039, ,693,216f6b6564204f6e
1720134304044, ,72,0000000007000000
1720134304046, ,513,0000000000000000
1720134304049, ,513,0000000000000000
1720134304054, ,1371,0c02000000000000
1720134304060, ,693,222041204665656c
1720134304065, ,693,23696e6700000000
1720134304067, ,647,0000000000000000
1720134304070, ,693,100f42120101426c
1720134304075, ,701,3000140000000000
1720134304080, ,1190,08000000000056a0
1720134304084, ,693,2175652053776564
1720134304086, ,1190,08000000000056a0
1720134304090, ,1292,5b120000c4390200
1720134304095, ,72,0000000007000000
1720134304101, ,513,0000000000000000
1720134304104, ,1292,5b120000c4390200
1720134304105, ,672,ffffffff00001e00
1720134304106, ,72,0000000007000000
1720134304110, ,693,2265000000000000
1720134304114, ,693,0543120101000000
1720134304120, ,693,0544120101000000
1720134304125, ,693,0545120101000000
1720134304131, ,693,101846120101486f
1720134304134, ,701,3000140000000000
1720134304140, ,693,216f6b6564204f6e
1720134304145, ,647,0000000000000000
1720134304150, ,1190,08000000000056a0
1720134304155, ,513,0000000000000000
1720134304160, ,693,222041204665656c
1720134304160, ,1371,0c02000000000000
1720134304165, ,72,0000000007000000
1720134304170, ,513,0000000000000000
1720134304175, ,693,23696e6700000000
1720134304180, ,1029,0000000000000000
1720134304185, ,1190,08000000000056a0
1720134304185, ,1024,2300010001010101
1720134304191, ,720,6222580100000000
1720134304195, ,721,0000000000000000
1720134304198, ,1371,0c02000000000000
1720134304200, ,725,5100c48fc2144800
1720134304200, ,72,0000000007000000
1720134304205, ,726,000000000000a000
1720134304210, ,727,0000000000000000
1720134304215, ,728,e81c170000000000
1720134304220, ,729,088877303a384938
1720134304225, ,1190,08000000000056a0
1720134304231, ,730,000a022000000000
1720134304235, ,731,ffffffff00000000
1720134304235, ,513,0000000000000000
1720134304235, ,1029,0167a84f09b76008
1720134304240, ,732,1f00f80000000000
1720134304243, ,1024,1101000000000002
1720134304245, ,734,a100000020a10000
1720134304250, ,1190,08000000000056a0
1720134304251, ,736,0000000200000000
1720134304255, ,741,3404003000000000
1720134304260, ,742,0000000000000000
1720134304265, ,647,0000000000000000
1720134304268, ,743,0064006400640064
1720134304270, ,744,0000000000000000
1720134304275, ,745,0000000000000000
1720134304281, ,746,00010001fff52516
1720134304285, ,748,0065006400000000
1720134304289, ,750,0000000000000000
1720134304294, ,755,1f00000000000000
1720134304294, ,1292,5b120000c4390200
1720134304294, ,72,0000000007000000
1720134304300, ,757,1008000000000000
1720134304304, ,1000,0000000000000000
1720134304310, ,1232,2080005400000000
1720134304316, ,1236,120227ff00000000
1720134304319, ,1243,0801000000000000
1720134304325, ,1244,6809000000000000
1720134304329, ,1292,5b120000c4390200
1720134304336, ,486,800ce89b00000000
1720134304339, ,513,0000000000000000
1720134304339, ,72,0000000007000000
1720134304344, ,513,0000000000000000
1720134304350, ,1190,08000000000056a0
1720134304355, ,647,0000000000000000
1720134304360, ,1371,0c02000000000000
1720134304364, ,1190,08000000000056a0
1720134304366, ,72,0000000007000000
1720134304371, ,513,0000000000000000
1720134304377, ,1190,08000000000056a0
1720134304381, ,1292,5b120000c4390200
1720134304386, ,72,0000000007000000
1720134304393, ,513,0000000000000000
1720134304393, ,1371,0c02000000000000
1720134304393, ,72,0000000007000000
1720134304394, ,1024,2400010101000100
1720134304406, ,1029,0000000000000000
1720134304415, ,1190,08000000000056a0
1720134304417, ,1371,0c02000000000000
1720134304424, ,647,0000000000000000
1720134304427, ,72,0000000007000000
1720134304427, ,513,0000000000000000
1720134304431, ,513,0000000000000000
1720134304439, ,1190,08000000000056a0
1720134304441, ,1292,5b120000c4390200
1720134304447, ,1190,08000000000056a0
1720134304447, ,72,0000000007000000
1720134304447, ,1292,5b120000c4390200
1720134304447, ,647,0000000000000000
1720134304447, ,739,0200000000000000
1720134304452, ,513,0000000000000000
1720134304458, ,1190,08000000000056a0
1720134304461, ,1371,0c02000000000000
1720134304466, ,1029,0167a84f098f6008
1720134304472, ,1024,01080202010b0202
1720134304480, ,647,0000000000000000
1720134304481, ,72,0000000007000000
1720134304486, ,1235,0000542000000000
1720134304486, ,1029,023830003b0266ed
1720134304486, ,513,0000000000000000
1720134304487, ,1024,1201010102040202
1720134304492, ,72,0000000007000000
1720134304493, ,1190,08000000000056a0
1720134304501, ,513,0000000000000000
1720134304501, ,1292,5b120000c4390200
1720134304501, ,72,0000000007000000
1720134304507, ,513,0000000000000000
1720134304513, ,1190,08000000000056a0
1720134304517, ,1371,0c02000000000000
1720134304521, ,647,0000000000000000
1720134304527, ,748,0067006400000000
1720134304527, ,739,0200000000000000
1720134304533, ,1235,0000542000000000
1720134304536, ,72,0000000007000000
1720134304547, ,513,0000000000000000
1720134304547, ,1190,08000000000056a0
1720134304553, ,1190,08000000000056a0
1720134304558, ,1029,023830003b0266ed
1720134304563, ,1024,0202020100040102
1720134304570, ,1292,5b120000c4390200
1720134304573, ,72,0000000007000000
1720134304578, ,513,0000000000000000
1720134304584, ,1190,08000000000056a0
1720134304584, ,1371,0c02000000000000
1720134304584, ,72,0000000007000000
1720134304587, ,1371,0c02000000000000
1720134304592, ,513,0000000000000000
1720134304593, ,672,ffffffff00001e00
1720134304597, ,1190,08000000000056a0
1720134304607, ,672,ffffffff00001e00
1720134304607, ,72,0000000007000000
1720134304608, ,513,0000000000000000
1720134304614, ,647,0000000000000000
1720134304618, ,1292,5b120000c4390200
1720134304623, ,1029,0000000000000000
1720134304626, ,1190,08000000000056a0
1720134304628, ,1024,0300020000000103
1720134304632, ,1190,08000000000056a0
1720134304638, ,72,0000000007000000
1720134304643, ,513,0000000000000000
1720134304649, ,1292,5b120000c4390200
1720134304649, ,720,6222580100000000
1720134304655, ,721,0000000000000000
1720134304658, ,725,5100c48fc2144800
1720134304667, ,726,000000000000a000
1720134304675, ,727,0000000000000000
1720134304678, ,728,e81c170000000000
1720134304680, ,647,0000000000000000
1720134304680, ,72,0000000007000000
1720134304685, ,729,088877303a384938
1720134304690, ,730,000a022000000000
1720134304693, ,731,ffffffff00000000
1720134304698, ,732,1f00f80000000000
1720134304700, ,513,0000000000000000
1720134304703, ,734,a100000020a10000
1720134304709, ,736,0000000200000000
1720134304713, ,741,3404003000000000
1720134304719, ,742,0000000000000000
1720134304724, ,1190,08000000000056a0
1720134304724, ,743,0064006400640064
1720134304731, ,744,0000000000000000
1720134304731, ,1371,0c02000000000000
1720134304732, ,745,0000000000000000
1720134304739, ,746,00010001fff52516
1720134304751, ,748,0065006400000000
1720134304753, ,1024,1301000201000202
1720134304754, ,720,6222580100000000
1720134304754, ,750,0000000000000000
1720134304755, ,721,0000000000000000
1720134304759, ,725,5100c48fc2144800
1720134304760, ,726,000000000000a000
1720134304760, ,755,1f00000000000000
1720134304760, ,727,0000000000000000
1720134304773, ,757,1008000000000000
1720134304776, ,1000,0000000000000000
1720134304781, ,1232,2080005400000000
1720134304787, ,1236,120227ff00000000
1720134304791, ,1243,0801000000000000
1720134304803, ,1244,6809000000000000
1720134304803, ,513,0000000000000000
1720134304803, ,647,0000000000000000
1720134304804, ,739,0200000000000000
1720134304806, ,1235,0000542000000000
1720134304811, ,1371,0c02000000000000
1720134304823, ,486,800ce89b00000000
1720134304823, ,1190,08000000000056a0
1720134304823, ,72,0000000007000000
1720134304833, ,1190,08000000000056a0
1720134304833, ,1029,023830003b0266ed
1720134304833, ,513,0000000000000000
1720134304833, ,1024,0600010002000101
1720134304834, ,1292,5b120000c4390200
1720134304838, ,647,0000000000000000
1720134304844, ,1190,08000000000056a0
1720134304848, ,72,0000000007000000
1720134304854, ,513,0000000000000000
1720134304858, ,1292,5b120000c4390200
1720134304858, ,1371,0c02000000000000
1720134304860, ,72,0000000007000000
1720134304866, ,1024,0401020000010000
1720134304870, ,1029,100000000053414c
1720134304873, ,1190,08000000000056a0
1720134304878, ,1292,5b120000c4390200
1720134304900, ,72,0000000007000000
1720134304900, ,513,0000000000000000
1720134304917, ,513,0000000000000000
1720134304918, ,1190,08000000000056a0
1720134304918, ,647,0000000000000000
1720134304920, ,1190,08000000000056a0
1720134304926, ,1371,0c02000000000000
1720134304931, ,72,0000000007000000
1720134304937, ,513,0000000000000000
1720134304940, ,1371,0c02000000000000
1720134304941, ,1190,08000000000056a0
1720134304946, ,672,ffffffff00001e00
1720134304948, ,1292,5b120000c4390200
1720134304964, ,72,0000000007000000
1720134304966, ,486,800ce80700000000
1720134304966, ,513,0000000000000000
1720134304966, ,72,0000000007000000
1720134304981, ,1029,0167a84f09999ff7
1720134304992, ,513,0000000000000000
1720134304992, ,1024,0502010000000000
1720134304997, ,647,0000000000000000
1720134305001, ,1190,08000000000056a0
1720134305001, ,1190,08000000000056a0
